Datum,Lat,Long,Ort,Durchschnitt
2019-06-08,41.3853,2.1538,Eixample,0.204
2019-06-09,41.3853,2.1538,Eixample,0.208
2019-06-10,41.3853,2.1538,Eixample,0.204
2019-06-11,41.3853,2.1538,Eixample,0.283
2019-06-12,41.3853,2.1538,Eixample,0.371
2019-06-13,41.3853,2.1538,Eixample,0.400
2019-06-14,41.3853,2.1538,Eixample,0.383
2019-06-15,41.3853,2.1538,Eixample,0.242
2019-06-16,41.3853,2.1538,Eixample,0.229
2019-06-17,41.3853,2.1538,Eixample,0.433
2019-06-18,41.3853,2.1538,Eixample,0.275
2019-06-19,41.3853,2.1538,Eixample,0.321
2019-06-20,41.3853,2.1538,Eixample,0.464
2019-06-21,41.3853,2.1538,Eixample,0.221
2019-06-22,41.3853,2.1538,Eixample,0.217
2019-06-23,41.3853,2.1538,Eixample,0.213
2019-06-24,41.3853,2.1538,Eixample,0.204
2019-06-25,41.3853,2.1538,Eixample,0.317
2019-06-26,41.3853,2.1538,Eixample,0.354
2019-06-27,41.3853,2.1538,Eixample,0.417
2019-06-28,41.3853,2.1538,Eixample,0.342
2019-06-29,41.3853,2.1538,Eixample,0.204
2019-06-30,41.3853,2.1538,Eixample,0.213
2019-06-01,41.3987,2.1534,Gràcia,0.263
2019-06-02,41.3987,2.1534,Gràcia,0.250
2019-06-03,41.3987,2.1534,Gràcia,0.312
2019-06-04,41.3987,2.1534,Gràcia,0.367
2019-06-05,41.3987,2.1534,Gràcia,0.312
2019-06-06,41.3987,2.1534,Gràcia,0.358
2019-06-07,41.3987,2.1534,Gràcia,0.300
2019-06-08,41.3987,2.1534,Gràcia,0.229
2019-06-09,41.3987,2.1534,Gràcia,0.229
2019-06-10,41.3987,2.1534,Gràcia,0.242
2019-06-11,41.3987,2.1534,Gràcia,0.292
2019-06-12,41.3987,2.1534,Gràcia,0.304
2019-06-13,41.3987,2.1534,Gràcia,0.323
2019-06-14,41.3987,2.1534,Gràcia,0.363
2019-06-15,41.3987,2.1534,Gràcia,0.308
2019-06-16,41.3987,2.1534,Gràcia,0.250
2019-06-17,41.3987,2.1534,Gràcia,0.409
2019-06-18,41.3987,2.1534,Gràcia,0.443
2019-06-19,41.3987,2.1534,Gràcia,0.432
2019-06-20,41.3987,2.1534,Gràcia,0.354
2019-06-21,41.3987,2.1534,Gràcia,0.342
2019-06-22,41.3987,2.1534,Gràcia,0.233
2019-06-23,41.3987,2.1534,Gràcia,0.217
2019-06-24,41.3987,2.1534,Gràcia,0.238
2019-06-25,41.3987,2.1534,Gràcia,0.250
2019-06-26,41.3987,2.1534,Gràcia,0.308
2019-06-27,41.3987,2.1534,Gràcia,0.517
2019-06-28,41.3987,2.1534,Gràcia,0.604
2019-06-29,41.3987,2.1534,Gràcia,0.600
2019-06-30,41.3987,2.1534,Gràcia,0.321
2019-06-01,41.4261,2.148,Vall Hebron,0.238
2019-06-02,41.4261,2.148,Vall Hebron,0.258
2019-06-03,41.4261,2.148,Vall Hebron,0.250
2019-06-04,41.4261,2.148,Vall Hebron,0.267
2019-06-05,41.4261,2.148,Vall Hebron,0.233
2019-06-06,41.4261,2.148,Vall Hebron,0.200
2019-06-07,41.4261,2.148,Vall Hebron,0.219
2019-06-08,41.4261,2.148,Vall Hebron,0.225
2019-06-09,41.4261,2.148,Vall Hebron,0.233
2019-06-10,41.4261,2.148,Vall Hebron,0.208
2019-06-11,41.4261,2.148,Vall Hebron,0.221
2019-06-12,41.4261,2.148,Vall Hebron,0.208
2019-06-13,41.4261,2.148,Vall Hebron,0.246
2019-06-14,41.4261,2.148,Vall Hebron,0.229
2019-06-15,41.4261,2.148,Vall Hebron,0.242
2019-06-16,41.4261,2.148,Vall Hebron,0.221
2019-06-17,41.4261,2.148,Vall Hebron,0.279
2019-06-18,41.4261,2.148,Vall Hebron,0.263
2019-06-19,41.4261,2.148,Vall Hebron,0.246
2019-06-20,41.4261,2.148,Vall Hebron,0.246
2019-06-21,41.4261,2.148,Vall Hebron,0.209
2019-06-22,41.4261,2.148,Vall Hebron,0.200
2019-06-23,41.4261,2.148,Vall Hebron,0.204
2019-06-24,41.4261,2.148,Vall Hebron,0.213
2019-06-25,41.4261,2.148,Vall Hebron,0.200
2019-06-26,41.4261,2.148,Vall Hebron,0.217
2019-06-27,41.4261,2.148,Vall Hebron,0.267
2019-06-28,41.4261,2.148,Vall Hebron,0.388
2019-06-29,41.4261,2.148,Vall Hebron,0.267
2019-06-30,41.4261,2.148,Vall Hebron,0.229
2019-06-01,41.3875,2.1151,Palau Reial,0.200
2019-06-02,41.3875,2.1151,Palau Reial,0.229
2019-06-03,41.3875,2.1151,Palau Reial,0.229
2019-06-04,41.3875,2.1151,Palau Reial,0.204
2019-06-05,41.3875,2.1151,Palau Reial,0.200
2019-06-06,41.3875,2.1151,Palau Reial,0.208
2019-06-07,41.3875,2.1151,Palau Reial,0.254
2019-06-08,41.3875,2.1151,Palau Reial,0.200
2019-06-09,41.3875,2.1151,Palau Reial,0.338
2019-06-10,41.3875,2.1151,Palau Reial,0.204
2019-06-11,41.3875,2.1151,Palau Reial,0.214
2019-06-12,41.3875,2.1151,Palau Reial,0.200
2019-06-13,41.3875,2.1151,Palau Reial,0.231
2019-06-14,41.3875,2.1151,Palau Reial,0.233
2019-06-15,41.3875,2.1151,Palau Reial,0.204
2019-06-16,41.3875,2.1151,Palau Reial,0.204
2019-06-17,41.3875,2.1151,Palau Reial,0.283
2019-06-18,41.3875,2.1151,Palau Reial,0.254
2019-06-19,41.3875,2.1151,Palau Reial,0.242
2019-06-20,41.3875,2.1151,Palau Reial,0.200
2019-06-21,41.3875,2.1151,Palau Reial,0.214
2019-06-22,41.3875,2.1151,Palau Reial,0.200
2019-06-23,41.3875,2.1151,Palau Reial,0.200
2019-06-24,41.3875,2.1151,Palau Reial,0.200
2019-06-25,41.3875,2.1151,Palau Reial,0.221
2019-06-26,41.3875,2.1151,Palau Reial,0.304
2019-06-27,41.3875,2.1151,Palau Reial,0.750
2019-06-28,41.3875,2.1151,Palau Reial,0.404
2019-06-29,41.3875,2.1151,Palau Reial,0.267
2019-06-30,41.3875,2.1151,Palau Reial,0.221
2019-07-01,41.3853,2.1538,Eixample,0.321
2019-07-02,41.3853,2.1538,Eixample,0.279
2019-07-03,41.3853,2.1538,Eixample,0.338
2019-07-04,41.3853,2.1538,Eixample,0.362
2019-07-05,41.3853,2.1538,Eixample,0.447
2019-07-06,41.3853,2.1538,Eixample,0.209
2019-07-07,41.3853,2.1538,Eixample,0.571
2019-07-08,41.3853,2.1538,Eixample,0.537
2019-07-09,41.3853,2.1538,Eixample,0.312
2019-07-10,41.3853,2.1538,Eixample,0.321
2019-07-11,41.3853,2.1538,Eixample,0.296
2019-07-12,41.3853,2.1538,Eixample,0.233
2019-07-15,41.3853,2.1538,Eixample,0.407
2019-07-16,41.3853,2.1538,Eixample,0.317
2019-07-17,41.3853,2.1538,Eixample,0.304
2019-07-18,41.3853,2.1538,Eixample,0.378
2019-07-19,41.3853,2.1538,Eixample,0.348
2019-07-20,41.3853,2.1538,Eixample,0.204
2019-07-22,41.3853,2.1538,Eixample,0.358
2019-07-23,41.3853,2.1538,Eixample,0.383
2019-07-24,41.3853,2.1538,Eixample,0.317
2019-07-25,41.3853,2.1538,Eixample,0.379
2019-07-29,41.3853,2.1538,Eixample,0.391
2019-07-30,41.3853,2.1538,Eixample,0.371
2019-07-01,41.3987,2.1534,Gràcia,0.417
2019-07-02,41.3987,2.1534,Gràcia,0.417
2019-07-03,41.3987,2.1534,Gràcia,0.454
2019-07-04,41.3987,2.1534,Gràcia,0.387
2019-07-05,41.3987,2.1534,Gràcia,0.325
2019-07-06,41.3987,2.1534,Gràcia,0.283
2019-07-07,41.3987,2.1534,Gràcia,0.279
2019-07-08,41.3987,2.1534,Gràcia,0.433
2019-07-09,41.3987,2.1534,Gràcia,0.317
2019-07-10,41.3987,2.1534,Gràcia,0.313
2019-07-11,41.3987,2.1534,Gràcia,0.392
2019-07-12,41.3987,2.1534,Gràcia,0.317
2019-07-13,41.3987,2.1534,Gràcia,0.258
2019-07-14,41.3987,2.1534,Gràcia,0.246
2019-07-15,41.3987,2.1534,Gràcia,0.312
2019-07-16,41.3987,2.1534,Gràcia,0.300
2019-07-17,41.3987,2.1534,Gràcia,0.338
2019-07-18,41.3987,2.1534,Gràcia,0.335
2019-07-19,41.3987,2.1534,Gràcia,0.287
2019-07-20,41.3987,2.1534,Gràcia,0.230
2019-07-22,41.3987,2.1534,Gràcia,0.450
2019-07-23,41.3987,2.1534,Gràcia,0.425
2019-07-24,41.3987,2.1534,Gràcia,0.358
2019-07-25,41.3987,2.1534,Gràcia,0.404
2019-07-29,41.3987,2.1534,Gràcia,0.336
2019-07-30,41.3987,2.1534,Gràcia,0.354
2019-07-01,41.4261,2.148,Vall Hebron,0.263
2019-07-02,41.4261,2.148,Vall Hebron,0.213
2019-07-03,41.4261,2.148,Vall Hebron,0.221
2019-07-04,41.4261,2.148,Vall Hebron,0.200
2019-07-05,41.4261,2.148,Vall Hebron,0.200
2019-07-06,41.4261,2.148,Vall Hebron,0.200
2019-07-07,41.4261,2.148,Vall Hebron,0.200
2019-07-08,41.4261,2.148,Vall Hebron,0.225
2019-07-09,41.4261,2.148,Vall Hebron,0.200
2019-07-10,41.4261,2.148,Vall Hebron,0.208
2019-07-11,41.4261,2.148,Vall Hebron,0.281
2019-07-12,41.4261,2.148,Vall Hebron,0.225
2019-07-13,41.4261,2.148,Vall Hebron,0.221
2019-07-14,41.4261,2.148,Vall Hebron,0.213
2019-07-15,41.4261,2.148,Vall Hebron,0.200
2019-07-16,41.4261,2.148,Vall Hebron,0.208
2019-07-17,41.4261,2.148,Vall Hebron,0.200
2019-07-18,41.4261,2.148,Vall Hebron,0.217
2019-07-19,41.4261,2.148,Vall Hebron,0.213
2019-07-20,41.4261,2.148,Vall Hebron,0.209
2019-07-22,41.4261,2.148,Vall Hebron,0.329
2019-07-23,41.4261,2.148,Vall Hebron,0.292
2019-07-24,41.4261,2.148,Vall Hebron,0.261
2019-07-25,41.4261,2.148,Vall Hebron,0.275
2019-07-29,41.4261,2.148,Vall Hebron,0.214
2019-07-30,41.4261,2.148,Vall Hebron,0.242
2019-07-01,41.3875,2.1151,Palau Reial,0.200
2019-07-02,41.3875,2.1151,Palau Reial,0.250
2019-07-03,41.3875,2.1151,Palau Reial,0.213
2019-07-04,41.3875,2.1151,Palau Reial,0.233
2019-07-05,41.3875,2.1151,Palau Reial,0.294
2019-07-06,41.3875,2.1151,Palau Reial,0.204
2019-07-07,41.3875,2.1151,Palau Reial,0.200
2019-07-08,41.3875,2.1151,Palau Reial,0.275
2019-07-09,41.3875,2.1151,Palau Reial,0.200
2019-07-10,41.3875,2.1151,Palau Reial,0.275
2019-07-11,41.3875,2.1151,Palau Reial,0.263
2019-07-12,41.3875,2.1151,Palau Reial,0.200
2019-07-13,41.3875,2.1151,Palau Reial,0.208
2019-07-14,41.3875,2.1151,Palau Reial,0.200
2019-07-15,41.3875,2.1151,Palau Reial,0.208
2019-07-16,41.3875,2.1151,Palau Reial,0.238
2019-07-17,41.3875,2.1151,Palau Reial,0.217
2019-07-18,41.3875,2.1151,Palau Reial,0.204
2019-07-19,41.3875,2.1151,Palau Reial,0.513
2019-07-20,41.3875,2.1151,Palau Reial,0.200
2019-07-22,41.3875,2.1151,Palau Reial,0.250
2019-07-23,41.3875,2.1151,Palau Reial,0.263
2019-07-24,41.3875,2.1151,Palau Reial,0.242
2019-07-25,41.3875,2.1151,Palau Reial,0.221
2019-07-29,41.3875,2.1151,Palau Reial,0.241
2019-07-30,41.3875,2.1151,Palau Reial,0.200
2019-08-01,41.3853,2.1538,Eixample,0.288
2019-08-02,41.3853,2.1538,Eixample,0.221
2019-08-03,41.3853,2.1538,Eixample,0.204
2019-08-04,41.3853,2.1538,Eixample,0.209
2019-08-05,41.3853,2.1538,Eixample,0.275
2019-08-06,41.3853,2.1538,Eixample,0.241
2019-08-07,41.3853,2.1538,Eixample,0.275
2019-08-08,41.3853,2.1538,Eixample,0.230
2019-08-09,41.3853,2.1538,Eixample,0.226
2019-08-10,41.3853,2.1538,Eixample,0.200
2019-08-11,41.3853,2.1538,Eixample,0.200
2019-08-12,41.3853,2.1538,Eixample,0.204
2019-08-13,41.3853,2.1538,Eixample,0.200
2019-08-14,41.3853,2.1538,Eixample,0.314
2019-08-15,41.3853,2.1538,Eixample,0.204
2019-08-16,41.3853,2.1538,Eixample,0.233
2019-08-17,41.3853,2.1538,Eixample,0.200
2019-08-18,41.3853,2.1538,Eixample,0.204
2019-08-19,41.3853,2.1538,Eixample,0.200
2019-08-20,41.3853,2.1538,Eixample,0.254
2019-08-21,41.3853,2.1538,Eixample,0.257
2019-08-22,41.3853,2.1538,Eixample,0.236
2019-08-23,41.3853,2.1538,Eixample,0.279
2019-08-24,41.3853,2.1538,Eixample,0.204
2019-08-25,41.3853,2.1538,Eixample,0.217
2019-08-26,41.3853,2.1538,Eixample,0.296
2019-08-27,41.3853,2.1538,Eixample,0.287
2019-08-28,41.3853,2.1538,Eixample,0.321
2019-08-29,41.3853,2.1538,Eixample,0.346
2019-08-30,41.3853,2.1538,Eixample,0.419
2019-08-31,41.3853,2.1538,Eixample,0.258
2019-08-01,41.3987,2.1534,Gràcia,0.287
2019-08-02,41.3987,2.1534,Gràcia,0.325
2019-08-03,41.3987,2.1534,Gràcia,0.283
2019-08-04,41.3987,2.1534,Gràcia,0.230
2019-08-05,41.3987,2.1534,Gràcia,0.346
2019-08-06,41.3987,2.1534,Gràcia,0.265
2019-08-07,41.3987,2.1534,Gràcia,0.292
2019-08-08,41.3987,2.1534,Gràcia,0.278
2019-08-09,41.3987,2.1534,Gràcia,0.291
2019-08-10,41.3987,2.1534,Gràcia,0.225
2019-08-11,41.3987,2.1534,Gràcia,0.204
2019-08-12,41.3987,2.1534,Gràcia,0.229
2019-08-13,41.3987,2.1534,Gràcia,0.210
2019-08-14,41.3987,2.1534,Gràcia,0.242
2019-08-15,41.3987,2.1534,Gràcia,0.261
2019-08-16,41.3987,2.1534,Gràcia,0.263
2019-08-17,41.3987,2.1534,Gràcia,0.230
2019-08-18,41.3987,2.1534,Gràcia,0.222
2019-08-19,41.3987,2.1534,Gràcia,0.230
2019-08-20,41.3987,2.1534,Gràcia,0.263
2019-08-21,41.3987,2.1534,Gràcia,0.257
2019-08-22,41.3987,2.1534,Gràcia,0.286
2019-08-23,41.3987,2.1534,Gràcia,0.321
2019-08-24,41.3987,2.1534,Gràcia,0.358
2019-08-25,41.3987,2.1534,Gràcia,0.246
2019-08-26,41.3987,2.1534,Gràcia,0.392
2019-08-27,41.3987,2.1534,Gràcia,0.330
2019-08-28,41.3987,2.1534,Gràcia,0.338
2019-08-29,41.3987,2.1534,Gràcia,0.342
2019-08-30,41.3987,2.1534,Gràcia,0.421
