Jahr,Wochennummer,Wochenbeginn,Lat,Long,Ort,Durchschnitt
2020,23,2020-06-01,41.4261,2.148,Vall Hebron,11.015
2020,24,2020-06-08,41.4261,2.148,Vall Hebron,9.624
2020,25,2020-06-15,41.4261,2.148,Vall Hebron,10.478
2020,26,2020-06-22,41.4261,2.148,Vall Hebron,20.905
2020,27,2020-06-29,41.4261,2.148,Vall Hebron,16.093
2020,23,2020-06-01,41.3875,2.1151,Palau Reial,13.249
2020,24,2020-06-08,41.3875,2.1151,Palau Reial,12.578
2020,25,2020-06-15,41.3875,2.1151,Palau Reial,12.716
2020,26,2020-06-22,41.3875,2.1151,Palau Reial,20.256
2020,27,2020-06-29,41.3875,2.1151,Palau Reial,18.532
2020,28,2020-07-06,41.4039,2.2045,Poblenou,25.983
2020,29,2020-07-13,41.4039,2.2045,Poblenou,23.853
2020,30,2020-07-20,41.4039,2.2045,Poblenou,26.071
2020,31,2020-07-27,41.4039,2.2045,Poblenou,30.063
2020,28,2020-07-06,41.3853,2.1538,Eixample,27.142
2020,29,2020-07-13,41.3853,2.1538,Eixample,23.480
2020,30,2020-07-20,41.3853,2.1538,Eixample,24.752
2020,31,2020-07-27,41.3853,2.1538,Eixample,29.057
2020,28,2020-07-06,41.3987,2.1534,Gràcia,23.092
2020,29,2020-07-13,41.3987,2.1534,Gràcia,20.334
2020,30,2020-07-20,41.3987,2.1534,Gràcia,22.585
2020,31,2020-07-27,41.3987,2.1534,Gràcia,26.815
2020,28,2020-07-06,41.4261,2.148,Vall Hebron,17.856
2020,29,2020-07-13,41.4261,2.148,Vall Hebron,14.723
2020,30,2020-07-20,41.4261,2.148,Vall Hebron,16.545
2020,31,2020-07-27,41.4261,2.148,Vall Hebron,21.063
2020,28,2020-07-06,41.3875,2.1151,Palau Reial,19.446
2020,29,2020-07-13,41.3875,2.1151,Palau Reial,17.130
2020,30,2020-07-20,41.3875,2.1151,Palau Reial,19.929
2020,31,2020-07-27,41.3875,2.1151,Palau Reial,23.584
2020,32,2020-08-03,41.4039,2.2045,Poblenou,20.437
2020,33,2020-08-10,41.4039,2.2045,Poblenou,30.506
2020,34,2020-08-17,41.4039,2.2045,Poblenou,24.781
2020,35,2020-08-24,41.4039,2.2045,Poblenou,22.800
2020,36,2020-08-31,41.4039,2.2045,Poblenou,20.063
2020,32,2020-08-03,41.3853,2.1538,Eixample,21.511
2020,33,2020-08-10,41.3853,2.1538,Eixample,31.317
2020,34,2020-08-17,41.3853,2.1538,Eixample,23.991
2020,35,2020-08-24,41.3853,2.1538,Eixample,20.115
2020,36,2020-08-31,41.3853,2.1538,Eixample,18.774
2020,32,2020-08-03,41.3987,2.1534,Gràcia,21.548
2020,33,2020-08-10,41.3987,2.1534,Gràcia,28.737
2020,34,2020-08-17,41.3987,2.1534,Gràcia,20.771
2020,35,2020-08-24,41.3987,2.1534,Gràcia,19.004
2020,36,2020-08-31,41.3987,2.1534,Gràcia,16.825
2020,32,2020-08-03,41.4261,2.148,Vall Hebron,14.692
2020,33,2020-08-10,41.4261,2.148,Vall Hebron,23.707
2020,34,2020-08-17,41.4261,2.148,Vall Hebron,18.009
2020,35,2020-08-24,41.4261,2.148,Vall Hebron,13.898
2020,36,2020-08-31,41.4261,2.148,Vall Hebron,12.345
2020,32,2020-08-03,41.3875,2.1151,Palau Reial,15.659
2020,33,2020-08-10,41.3875,2.1151,Palau Reial,25.065
2020,34,2020-08-17,41.3875,2.1151,Palau Reial,17.871
2020,35,2020-08-24,41.3875,2.1151,Palau Reial,15.949
2020,36,2020-08-31,41.3875,2.1151,Palau Reial,12.386
2020,37,2020-09-07,41.4039,2.2045,Poblenou,18.042
2020,38,2020-09-14,41.4039,2.2045,Poblenou,30.118
2020,39,2020-09-21,41.4039,2.2045,Poblenou,19.977
2020,40,2020-09-28,41.4039,2.2045,Poblenou,21.272
2020,37,2020-09-07,41.3853,2.1538,Eixample,18.132
2020,38,2020-09-14,41.3853,2.1538,Eixample,28.416
2020,39,2020-09-21,41.3853,2.1538,Eixample,16.878
2020,40,2020-09-28,41.3853,2.1538,Eixample,18.467
2020,37,2020-09-07,41.3987,2.1534,Gràcia,17.737
2020,38,2020-09-14,41.3987,2.1534,Gràcia,27.075
2020,39,2020-09-21,41.3987,2.1534,Gràcia,17.791
2020,40,2020-09-28,41.3987,2.1534,Gràcia,18.781
2020,37,2020-09-07,41.4261,2.148,Vall Hebron,10.518
2020,38,2020-09-14,41.4261,2.148,Vall Hebron,20.746
2020,39,2020-09-21,41.4261,2.148,Vall Hebron,11.231
2020,40,2020-09-28,41.4261,2.148,Vall Hebron,12.775
2020,37,2020-09-07,41.3875,2.1151,Palau Reial,12.694
2020,38,2020-09-14,41.3875,2.1151,Palau Reial,21.453
2020,39,2020-09-21,41.3875,2.1151,Palau Reial,13.171
2020,40,2020-09-28,41.3875,2.1151,Palau Reial,13.751
2020,41,2020-10-05,41.4039,2.2045,Poblenou,24.371
2020,42,2020-10-12,41.4039,2.2045,Poblenou,15.891
2020,43,2020-10-19,41.4039,2.2045,Poblenou,41.224
2020,44,2020-10-26,41.4039,2.2045,Poblenou,32.659
2020,41,2020-10-05,41.3853,2.1538,Eixample,22.299
2020,42,2020-10-12,41.3853,2.1538,Eixample,16.178
2020,43,2020-10-19,41.3853,2.1538,Eixample,40.787
2020,44,2020-10-26,41.3853,2.1538,Eixample,27.230
2020,41,2020-10-05,41.3987,2.1534,Gràcia,20.246
2020,42,2020-10-12,41.3987,2.1534,Gràcia,14.682
2020,43,2020-10-19,41.3987,2.1534,Gràcia,37.717
2020,44,2020-10-26,41.3987,2.1534,Gràcia,23.236
2020,41,2020-10-05,41.4261,2.148,Vall Hebron,17.975
2020,42,2020-10-12,41.4261,2.148,Vall Hebron,8.087
2020,43,2020-10-19,41.4261,2.148,Vall Hebron,29.091
2020,44,2020-10-26,41.4261,2.148,Vall Hebron,16.916
2020,41,2020-10-05,41.3875,2.1151,Palau Reial,15.321
2020,42,2020-10-12,41.3875,2.1151,Palau Reial,10.567
2020,43,2020-10-19,41.3875,2.1151,Palau Reial,27.594
2020,44,2020-10-26,41.3875,2.1151,Palau Reial,15.470
2020,45,2020-11-02,41.4039,2.2045,Poblenou,24.232
2020,46,2020-11-09,41.4039,2.2045,Poblenou,30.037
2020,47,2020-11-16,41.4039,2.2045,Poblenou,33.883
2020,48,2020-11-23,41.4039,2.2045,Poblenou,35.349
2020,45,2020-11-02,41.3853,2.1538,Eixample,23.059
2020,46,2020-11-09,41.3853,2.1538,Eixample,25.969
2020,47,2020-11-16,41.3853,2.1538,Eixample,30.319
2020,48,2020-11-23,41.3853,2.1538,Eixample,30.027
